city,destination,country
Sturgeon Bay,SUE,United States
Sturgis,IRS,United States
Sturt Creek,SSK,Australia
City name,Airport Code,Country name
Stuttgart,SGT,United States
Stuttgart,STR,Germany
Stykkisholmur,SYK,Iceland
Suabi,SBE,Papua New Guinea
Suai,UAI,Indonesia
Suapan,SXN,Botswana
Suavanao,VAO,Solomon Islands
Suceava,SCV,Romania
Sucre,SRE,Bolivia
Sucua,SUQ,Ecuador
Sudbury,YSB,Canada
Sudbury,XDY,Canada
Sudureyri,SUY,Iceland
Sue Island,SYU,Australia
Suffield,YSD,Canada
Sugar Land,SGR,United States
City name,Airport Code,Country name
Sui,SUL,Pakistan
Sui Fen He,FUD,China
Suia-Missu,SWM,Brazil
Sukhothai,THS,Thailand
Sukhumi,SUI,Georgia
Suki,SKC,Papua New Guinea
Sukkur,SKZ,Pakistan
Sulaco,SCD,Honduras
Sulayel,SLF,Saudi Arabia
Sule,ULE,Papua New Guinea
Sullivan,SIV,United States
Sullivan Bay,YTG,Canada
Sulphur Springs,SLR,United States
Sumare,RWS,Brazil
Sumbawa,SWQ,Indonesia
Sumbawanga,SUT,Tanzania
City name,Airport Code,Country name
Sumbe,NDD,Angola
Sumenep,SUP,Indonesia
Summer Beaver,SUR,Canada
Summerside,YSU,Canada
Summit,UMM,United States
Summit Lake,IUM,Canada
Sumter,SUM,United States
Sumter,SSC,United States
Sumy,UMY,Ukraine
Sun City,NTY,South Africa
Sun Moon Lake,SMT,Taiwan
Sun River,SUO,United States
Sun Valley,SUN,United States
Suncheon,SYS,Korea (South)
Sundance,SUC,United States
Sundsvall,SDL,Sweden
City name,Airport Code,Country name
Sungai Pakning,SEQ,Indonesia
Sungei Tekai,GTK,Malaysia
Sunshine Coast,MCY,Australia
Sunyani,NYI,Ghana
Superior,SUW,United States
Sur,SUH,Oman
Surabaya,SUB,Indonesia
Surat,STV,India
Surat Thani,URT,Thailand
Surfdale,WIK,New Zealand (Aotearoa)
Surfers Paradise,SFP,Australia
Surgut,SGC,Russian Federation
Suria,SUZ,Papua New Guinea
Surigao,SUG,Philippines
Surin,PXR,Thailand
Surkhet,SKH,Nepal
City name,Airport Code,Country name
Susanville,SVE,United States
Suttonheath,WOB,United Kingdom
Suva,SUV,Fiji
Suwon,SWU,Korea (South)
Suzhou,SZV,China
Svalbard,SYG,Norway
Svay Rieng,SVR,Cambodia
Sveg,EVG,Sweden
Svolvaer,SVJ,Norway
Swakopmund,SWP,Namibia
Swakopmund,ZSZ,Namibia
Swan Hill,SWH,Australia
Swan River,ZJN,Canada
Swansea,SWS,United Kingdom
Sweetwater,SWW,United States
Swift Current,YYN,Canada
City name,Airport Code,Country name
Swindon,SWI,United Kingdom
Swindon,XWS,United Kingdom
Syangboche,SYH,Nepal
Sydney,RSE,Australia
Sydney,SYD,Australia
Sydney,LBH,Australia
Sydney,SWZ,Australia
Sydney,YQY,Canada
Syktyvkar,SCW,Russian Federation
Sylhet,ZYL,Bangladesh
Sylvester,SYV,United States
Syracuse,SYR,United States
Syracuse,ZYQ,United States
Syros Island,JSY,Greece
Szczecin,SZZ,Poland
Szymany,SZY,Poland
City name,Airport Code,Country name
Taabo,TBX,Cote D'Ivoire (Ivory Coast)
Taba,TCP,Egypt
Tabal,TBV,Marshall Islands
Tabarka,TBJ,Tunisia
Tabas,TCX,Iran
Tabatinga,TBT,Brazil
Tabibuga,TBA,Papua New Guinea
Tabiteuea North,TBF,Kiribati
Tabiteuea South,TSU,Kiribati
Tablas,TBH,Philippines
Tableland,TBL,Australia
Tablon De Tamara,TTM,Colombia
Tabora,TBO,Tanzania
Tabou,TXU,Cote D'Ivoire (Ivory Coast)
Tabriz,TBZ,Iran
Tabuaeran,TNV,Kiribati
City name,Airport Code,Country name
Tabubil,TBG,Papua New Guinea
Tabuk,TUU,Saudi Arabia
Tacheng,TCG,China
Tachilek,THL,Myanmar
Tacloban,TAC,Philippines
Tacna,TCQ,Peru
Tacoma,GRF,United States
Tacoma,TIW,United States
Tacoma,TCM,United States
Tacuarembo,TAW,Uruguay
Tadjoura,TDJ,Djibouti
Tadoule Lake,XTL,Canada
Taftan,TFT,Pakistan
Tagbilaran,TAG,Philippines
Tagbita,TGB,Philippines
Tagula,TGL,Papua New Guinea
City name,Airport Code,Country name
Taharoa,THH,New Zealand (Aotearoa)
Tahneta Pass Lodge,HNE,United States
Tahoua,THZ,Niger
Tahsis,ZTS,Canada
Tai Shan,ZCA,China
Taichung,TXG,Taiwan
Taichung,RMQ,Taiwan
Taif,TIF,Saudi Arabia
Tainan,TNN,Taiwan
Taipei,TPE,Taiwan
Taipei,TSA,Taiwan
Taiping,TPG,Malaysia
Taisha,TSC,Ecuador
Taitung,TTT,Taiwan
Taiyuan,TYN,China
Taiz,TAI,Yemen
City name,Airport Code,Country name
Tak,TKT,Thailand
Takaka,KTF,New Zealand (Aotearoa)
Takamatsu,TAK,Japan
Takapoto,TKP,French Polynesia
Takaroa,TKX,French Polynesia
Takhli,TKH,Thailand
Takoradi,TKD,Ghana
Takotna,TCT,United States
Taku Lodge,TKL,United States
Takume,TJN,French Polynesia
Talara,TYL,Peru
Talasea,TLW,Papua New Guinea
Talca,TLX,Chile
Taldy-Kurgan,TDK,Kazakhstan
Taliabu,TAX,Indonesia
Talkeetna,TKA,United States
City name,Airport Code,Country name
Talknafjordur,TLK,Iceland
Talladega,ASN,United States
Tallahassee,TLH,United States
Tallinn,QUF,Estonia
Tallinn,TLL,Estonia
Taloyoak,YYH,Canada
Taltal,TTC,Chile
Taltheilei Narrows,GSL,Canada
Taluqan,TQN,Afghanistan
Tamale,TML,Ghana
Taman Negara,SXT,Malaysia
Tamana Island,TMN,Kiribati
Tamanrasset,TMR,Algeria
Tamarindo,TNO,Costa Rica
Tamatave,TMM,Madagascar
Tambacounda,TUD,Senegal
City name,Airport Code,Country name
Tambao,TMQ,Burkina Faso
Tambohorano,WTA,Madagascar
Tambolaka,TMC,Indonesia
Tambor,TMU,Costa Rica
Tambov,TBW,Russian Federation
Tamchakett,THT,Mauritania
Tame,TME,Colombia
Tamky,TMK,Viet Nam
Tamky,VCL,Viet Nam
Tampa,TPA,United States
Tampa,MCF,United States
Tampa,KYO,United States
Tampere,TMP,Finland
Tampico,TAM,Mexico
Tamuin,TSL,Mexico
Tamworth,TMW,Australia
City name,Airport Code,Country name
Tan Tan,TTA,Morocco
Tana Toraja,TTR,Indonesia
Tanacross,TSG,United States
Tanah Grogot,TNB,Indonesia
Tanahmerah,TMH,Indonesia
Tanalian Point,TPO,United States
Tanana,TAL,United States
Tanandava,TDV,Madagascar
Tanbar,TXR,Australia
Tanda Tula,TDT,South Africa
Tandag,TDG,Philippines
Tandil,TDL,Argentina
Tanegashima,TNE,Japan
Tanga,TGT,Tanzania
Tangalooma,TAN,Australia
Tangara da Serra,TGQ,Brazil
City name,Airport Code,Country name
Tangier,TNG,Morocco
Tanjung Balai,TJB,Indonesia
Tanjung Pandan,TJQ,Indonesia
Tanjung Pelepas,ZJT,Malaysia
Tanjung Pinang,TNJ,Indonesia
Tanjung Santan,TSX,Indonesia
Tanjung Selor,TJS,Indonesia
Tanjung Warukin,TJG,Indonesia
Tanna,TAH,Vanuatu
Taormina,TFC,Italy
Taos,TSM,United States
Tapachula,TAP,Mexico
Tapaktuan,TPK,Indonesia
Tapeta,TPT,Liberia
Tapini,TPI,Papua New Guinea
Taplejung,TPJ,Nepal
City name,Airport Code,Country name
Tara,XTR,Australia
Tarabo,TBQ,Papua New Guinea
Tarakan,TRK,Indonesia
Tarakbits,TRJ,Papua New Guinea
Taramajima,TRA,Japan
Taranto,TAR,Italy
Tarapaca,TCD,Colombia
Tarapaina,TAA,Solomon Islands
Tarapoa,TPC,Ecuador
Tarapoto,TPP,Peru
Tarauaca,TRQ,Brazil
Tarawa,TRW,Kiribati
Tarbela,TLB,Pakistan
Tarcoola,TAQ,Australia
Taree,TRO,Australia
Tarfaya,TFY,Morocco
City name,Airport Code,Country name
Targovishte,TGV,Bulgaria
Tari,TIZ,Papua New Guinea
Tarija,TJA,Bolivia
Taroom,XTO,Australia
Tartagal,TTG,Argentina
Tartu,TAY,Estonia
Tashkent,TAS,Uzbekistan
Tasiilaq,AGM,Greenland
Tasikmalaya,TSY,Indonesia
Tasiuasaq,XEQ,Greenland
Tasiujuaq,YTQ,Canada
Taskul,TSK,Papua New Guinea
Tasu,YTU,Canada
Tatakoto,TKV,French Polynesia
Tatalina,TLJ,United States
Tatitlek,TEK,United States
City name,Airport Code,Country name
Tau,TAV,American Samoa
Taupo,TUO,New Zealand (Aotearoa)
Tauramena,TAU,Colombia
Tauranga,TRG,New Zealand (Aotearoa)
Tauta,TUT,Papua New Guinea
Taveuni,TVU,Fiji
Tawa,TWY,Papua New Guinea
Tawau,TWU,Malaysia
Tawitawi,TWT,Philippines
Taylor,TWE,United States
Taylor,TYZ,United States
Taytay Sandoval,RZP,Philippines
Tbessa,TEE,Algeria
Tbilisi,TBS,Georgia
Tchibanga,TCH,Gabon
Tchien,THC,Liberia
City name,Airport Code,Country name
Te Anau,TEU,New Zealand (Aotearoa)
Tefe,TFF,Brazil
Tegucigalpa,TGU,Honduras
Tehachapi,TSP,United States
Tehran,THR,Iran
Tehuacan,TCN,Mexico
Teixeira de Freitas,TXF,Brazil
Tekadu,TKB,Papua New Guinea
Tekin,TKW,Papua New Guinea
Tekirdag,TEQ,Turkey
Tel Aviv Yafo,TLV,Israel
Tel Aviv Yafo,SDV,Israel
Tela,TEA,Honduras
Telefomin,TFM,Papua New Guinea
Telegraph Creek,YTX,Canada
Telegraph Harbour,YBQ,Canada
City name,Airport Code,Country name
Telemaco Borba,TEC,Brazil
Telfer,TEF,Australia
Telida,TLF,United States
Teller,TLA,United States
Teller Mission,KTS,United States
Telluride,TEX,United States
Telluride,ZTL,United States
Telupid,TEL,Malaysia
Tembagapura,TIM,Indonesia
Teminabuan,TXM,Indonesia
Temora,TEM,Australia
Temple,TPL,United States
Temuco,ZCO,Chile
Tenakee Springs,TKE,United States
Tenerife,TFN,Spain
Tenerife,TFS,Spain
City name,Airport Code,Country name
Tenkodogo,TEG,Burkina Faso
Tennant Creek,TCA,Australia
Teofilo Otoni,TFL,Brazil
Tepic,TPQ,Mexico
Teptep,TEP,Papua New Guinea
Teraina,TNQ,Kiribati
Terapo,TEO,Papua New Guinea
Terceira Island,TER,Portugal
Teresina,THE,Brazil
Termez,TMJ,Uzbekistan
Ternate,TTE,Indonesia
Ternopol,TNL,Ukraine
Terrace,YXT,Canada
Terrace Bay,TCY,Namibia
Terrace Bay,YTJ,Canada
City name,Airport Code,Country name
Terre Haute,HUF,United States
Terre-de-Bas,HTB,Guadeloupe
Terre-de-Haut,LSS,Guadeloupe
Terrell,TRL,United States
Teslin,YZW,Canada
Tetabedi,TDB,Papua New Guinea
Tete,TCV,Mozambique
Tete,TET,Mozambique
Tete-a-La Baleine,ZTB,Canada
Teterboro,TEB,United States
Tetiaroa Is,TTI,French Polynesia
Tetlin,TEH,United States
Tetuan,TTU,Morocco
Tewantin,TWN,Australia
Texarkana,TXK,United States
City name,Airport Code,Country name
Tezpur,TEZ,India
Tezu,TEI,India
Thaba Nchu,TCU,South Africa
Thaba-Tseka,THB,Lesotho
Thakhek,THK,Laos
Thakurgaon,TKR,Bangladesh
Thames,TMZ,New Zealand (Aotearoa)
Thandwe,SNW,Myanmar
Thangool,THG,Australia
Thanjavur,TJV,India
Thargomindah,XTG,Australia
The Bight,TBI,Bahamas
The Dalles,DLS,United States
The Hague,ZYH,Netherlands
The Pas,YQD,Canada
Theda,TDN,Australia
City name,Airport Code,Country name
Theodore,TDR,Australia
Thermal,TRM,United States
Thermopolis,THP,United States
Thessaloniki,SKG,Greece
Thicket Portage,YTD,Canada
Thief River Falls,TVF,United States
Thingeyri,TEY,Iceland
Thira,JTR,Greece
Thiruvananthapuram,TRV,India
Thisted,TED,Denmark
Thohoyandou,THY,South Africa
Thomasville,TVI,United States
Thompson,YTH,Canada
Thompsonfield,THM,United States
Thorne Bay,KTB,United States
Thorshofn,THO,Iceland
City name,Airport Code,Country name
Thousand Oaks,JTO,United States
Three Rivers,HAI,United States
Thumrait,TTH,Oman
Thunder Bay,YQT,Canada
Thursday Island,TIS,Australia
Thylungra,TYG,Australia
Tianjin,TSN,China
Tianjin,XTA,China
Tianjin,XTF,China
Tiaret,TID,Algeria
Tibooburra,TYB,Australia
Tibu,TIB,Colombia
Ticantiki,TJC,Panama
Tichitt,THI,Mauritania
Tidjikja,TIY,Mauritania
Tifalmin,TFB,Papua New Guinea
City name,Airport Code,Country name
Tifton,TMA,United States
Tiga,TGJ,New Caledonia
Tignes,TGF,France
Tijuana,TIJ,Mexico
Tikal,TKM,Guatemala
Tikapur,TPU,Nepal
Tikchik,KTH,United States
Tikehau Atoll,TIH,French Polynesia
Tiko,TKC,Cameroon
Tikrit,XTV,Iraq
Tiksi,IKS,Russian Federation
Tilin,TIO,Myanmar
Timaru,TIU,New Zealand (Aotearoa)
Timbedra,TMD,Mauritania
Timber Creek,TBK,Australia
Timbiqui,TBD,Colombia
City name,Airport Code,Country name
Timbunke,TBE,Papua New Guinea
Timimoun,TMX,Algeria
Timisoara,TSR,Romania
Timmins,YTS,Canada
Tin City,TNC,United States
Tinak Island,TIC,Marshall Islands
Tinboli,TCK,Papua New Guinea
Tindouf,TIN,Algeria
Tingo Maria,TGI,Peru
Tingrela,TGX,Cote D'Ivoire (Ivory Coast)
Tingwon,TIG,Papua New Guinea
Tinian,TIQ,Northern Mariana Islands
Tioga,VEX,United States
Tiom,TMY,Indonesia
Tioman,TOD,Malaysia
Tippi,TIE,Ethiopia
City name,Airport Code,Country name
Tiputini,TPN,Ecuador
Tirana,TIA,Albania
Tiree,TRE,United Kingdom
Tirgu Mures,TGM,Romania
Tirinkot,TII,Afghanistan
Tiruchirapally,TRZ,India
Tirupati,TIR,India
Tisdale,YTT,Canada
Titusville,TIX,United States
Tivat,TIV,Serbia And Montenegro
Tizimin,TZM,Mexico
Tlemcen,TLM,Algeria
Tlokoeng,TKO,Lesotho
Tobago,TAB,Trinidad and Tobago
Tobermorey,TYP,Australia
Tobolsk,TOX,Russian Federation
City name,Airport Code,Country name
Tobruk,TOB,Libya
Toccoa,TOC,United States
Tocoa,TCF,Honduras
Tocopilla,TOQ,Chile
Tocumwal,TCW,Australia
Tofino,YTP,Canada
Tofino,YAZ,Canada
Togiak Fish,GFB,United States
Togiak Village,TOG,United States
Tohid,TEW,Iran
Tok,TKJ,United States
Tokat,TJK,Turkey
Tokeen,TKI,United States
Tokoroa,TKZ,New Zealand (Aotearoa)
Toksook Bay,OOK,United States
Tokunoshima,TKN,Japan
City name,Airport Code,Country name
Tokushima,TKS,Japan
Tokyo,HND,Japan
Tokyo,NRT,Japan
Tokyo,OKO,Japan
Tol,TLO,Papua New Guinea
Toledo,TDZ,United States
Toledo,TOL,United States
Toledo,TOW,Brazil
Toledo,TDO,United States
Tolitoli,TLI,Indonesia
Tolu,TLU,Colombia
Toluca,TLC,Mexico
Tom Price,TPR,Australia
Tomanggong,TMG,Malaysia
Tombouctou,TOM,Mali
Toms River,MJX,United States
City name,Airport Code,Country name
Tomsk,TOF,Russian Federation
Tonghua,TNH,China
Tongliao,TGO,China
Tongoa,TGH,Vanuatu
Tongren,TEN,China
Tonopah,XSD,United States
Tonopah,TPH,United States
Tonsberg,XKW,Norway
Tonu,TON,Papua New Guinea
Toowoomba,TWB,Australia
Topeka,FOE,United States
Topeka,TOP,United States
Torembi,TCJ,Papua New Guinea
Torokina,TOK,Papua New Guinea
Toronto,YKZ,Canada
Toronto,YYZ,Canada
City name,Airport Code,Country name
Toronto,YTZ,Canada
Tororo,TRY,Uganda
Torrance,TOA,United States
Torremolinos,UTL,Spain
Torreon,TRC,Mexico
Torres,TSQ,Brazil
Torres,TOH,Vanuatu
Torrington,TOR,United States
Torsby,TYF,Sweden
Tortola,RAD,Virgin Islands (British)
Tortola,TOV,Virgin Islands (British)
Tortoli,TTB,Italy
Tortuquero,TTQ,Costa Rica
Torwood,TWP,Australia
Tosontsengel,TNZ,Mongolia
Totness,TOT,Suriname
City name,Airport Code,Country name
Tottori,TTJ,Japan
Touba,TOZ,Cote D'Ivoire (Ivory Coast)
Tougan,TUQ,Burkina Faso
Touggourt,TGR,Algeria
Touho,TOU,New Caledonia
Toulon,TLN,France
Toulon,XZV,France
Toulouse,TLS,France
Toulouse,XYT,France
Tour Sinai City,ELT,Egypt
Tours,TUF,France
Toussus-le-noble,TNF,France
Townsville,TSV,Australia
Toyama,TOY,Japan
Toyooka,TJH,Japan
Tozeur,TOE,Tunisia
City name,Airport Code,Country name
Trabzon,TZX,Turkey
Trang,TST,Thailand
Trapani,TPS,Italy
Traralgon,TGN,Australia
Trat,TDX,Thailand
Traverse City,TVC,United States
Treasure Cay,TCB,Bahamas
Tree Point,TRP,United States
Treinta-y-Tres,TYT,Uruguay
Trelew,REL,Argentina
Tremonton,TRT,United States
Trenton,TRX,United States
Trenton,YTR,Canada
Tres Arroyos,OYO,Argentina
Tres Esquinas,TQS,Colombia
Trieste,TRS,Italy
City name,Airport Code,Country name
Trincomalee,TRR,Sri Lanka
Trinidad,TDD,Bolivia
Trinidad,TDA,Colombia
Trinidad,TAD,United States
Trinidad,TND,Cuba
Trinidad,POS,Trinidad and Tobago
Triple Island,YTI,Canada
Tripoli,KYE,Lebanon
Tripoli,TIP,Libya
Trois-Rivieres,YRQ,Canada
Trollhattan,THN,Sweden
Trombetas,TMT,Brazil
Tromso,TOS,Norway
Trona,TRH,United States
Trondheim,TRD,Norway
Troutdale,TTD,United States
City name,Airport Code,Country name
Troy,TOI,United States
Truckee,TKF,United States
Trujillo,TJI,Honduras
Trujillo,TRU,Peru
Truk,TKK,Micronesia
Truth Or Consequences,TCS,United States
Tsabong,TBY,Botswana
Tsaratanana,TTS,Madagascar
Tsetserleg,TSZ,Mongolia
Tsewi,TSW,Papua New Guinea
Tshipise,TSD,South Africa
Tsili Tsili,TSI,Papua New Guinea
Tsiroanomandidy,WTS,Madagascar
Tsumeb,TSB,Namibia
Tsushima,TSJ,Japan
City name,Airport Code,Country name
Tuba City,TBC,United States
Tubala,TUW,Panama
Tubuai,TUB,French Polynesia
Tucson,AVW,United States
Tucson,DMA,United States
Tucson,TUS,United States
Tucuma,TUZ,Brazil
Tucuman,TUC,Argentina
Tucumcari,TCC,United States
Tucupita,TUV,Venezuela
Tucurui,TUR,Brazil
Tufi,TFI,Papua New Guinea
Tuguegarao,TUG,Philippines
Tuktoyaktuk,YUB,Canada
Tula,TYA,Russian Federation
Tulagi Island,TLG,Solomon Islands
City name,Airport Code,Country name
Tulare,TLR,United States
Tulcan,TUA,Ecuador
Tulcea,TCE,Romania
Tulear,TLE,Madagascar
Tuli Block,TLD,Botswana
Tulita/Fort Norman,ZFN,Canada
Tullahoma,TUH,United States
Tullahoma,THA,United States
Tulsa,TUL,United States
Tulsa,RVS,United States
Tulua,ULQ,Colombia
Tulugak,YTK,Canada
Tuluksak,TLT,United States
Tulum,TUY,Mexico
Tum,TUJ,Ethiopia
Tumaco,TCO,Colombia
City name,Airport Code,Country name
Tumbang Samba,TBM,Indonesia
Tumbes,TBP,Peru
Tumbler Ridge,TUX,Canada
Tumeremo,TMO,Venezuela
Tumling Tar,TMI,Nepal
Tumolbil,TLP,Papua New Guinea
Tumut,TUM,Australia
Tungsten,TNS,Canada
Tunis,TUN,Tunisia
Tuntutuliak,WTL,United States
Tununak,TNK,United States
Tunxi,TXN,China
Tupai,TPX,French Polynesia
Tupelo,TUP,United States
Tupile,TUE,Panama
Turaif,TUI,Saudi Arabia
City name,Airport Code,Country name
Turbat,TUK,Pakistan
Turbo,TRB,Colombia
Tureira,ZTA,French Polynesia
Turin,TRN,Italy
Turkey Creek,TKY,Australia
Turkmenabad,CRZ,Turkmenistan
Turkmenbashi,KRW,Turkmenistan
Turku,TKU,Finland
Turtle Island,TTL,Fiji
Tuscaloosa,TCL,United States
Tuskegee,TGE,United States
Tuticorin,TCR,India
Tuxekan Island,WNC,United States
Tuxtla Gutierrez,TGZ,Mexico
Tuy Hoa,TBB,Viet Nam
Tuzla,TZL,Bosnia and Herzegovina
City name,Airport Code,Country name
Twentynine Palms,TNP,United States
Twin Falls,TWF,United States
Twin Hills,TWA,United States
Tyler,TYR,United States
Tynda,TYD,Russian Federation
Tynset,ZMX,Norway
Tyonek,TYE,United States
Tyumen,TJM,Russian Federation
Tzaneen,LTA,South Africa
Ua Huka,UAH,French Polynesia
Ua Pou,UAP,French Polynesia
Uaxactun,UAX,Guatemala
Ubari,QUB,Libya
Ubatuba,UBT,Brazil
Ube,UBJ,Japan
Uberaba,UBA,Brazil
City name,Airport Code,Country name
Uberlandia,UDI,Brazil
Ubon Ratchathani,UBP,Thailand
Ubrub,UBR,Indonesia
Udaipur,UDR,India
Uden,UDE,Netherlands
Udine,UDN,Italy
Udomxay,UDO,Laos
Udon Thani,UTH,Thailand
Ufa,UFA,Russian Federation
Uganik,UGI,United States
Ugashik,UGS,United States
Uherske Hradiste,UHE,Czechoslovakia (former)
Uige,UGO,Angola
Ujae Island,UJE,Marshall Islands
Ujung Pandang,UPG,Indonesia
Ukhta,UCT,Russian Federation
City name,Airport Code,Country name
Ukiah,UKI,United States
Ukunda,UKA,Kenya
Ulaanbaatar,ULN,Mongolia
Ulaangom,ULO,Mongolia
Ulanhot,HLH,China
Ulan-ude,UUD,Russian Federation
Ulei,ULB,Vanuatu
Ulgit,ULG,Mongolia
Uliastai,ULZ,Mongolia
Ulithi,ULI,Micronesia
Ulsan,USN,Korea (South)
Ulundi,ULD,South Africa
Ulusaba,ULX,South Africa
Ulyanovsk,ULY,Russian Federation
Umba,UMC,Papua New Guinea
Umea,UME,Sweden
City name,Airport Code,Country name
Umiat,UMT,United States
Umiujaq,YUD,Canada
Umnak Island,UMB,United States
Umnak Island,UNS,United States
Umnugobitour,UGT,Mongolia
Umtata,UTT,South Africa
Umuarama,UMU,Brazil
Una,UNA,Brazil
Unalakleet,UNK,United States
Unayzah,UZH,Saudi Arabia
Undarra,UDA,Australia
Underkhaan,UNR,Mongolia
Unguia,UNC,Colombia
Union City,UCY,United States
Union Island,UNI,Saint Vincent and the Grenadines
Unst Shetland Is,UNT,United Kingdom
City name,Airport Code,Country name
Upala,UPL,Costa Rica
Upavon,UPV,United Kingdom
Upernavik,JUV,Greenland
Upiara,UPR,Papua New Guinea
Upington,UTN,South Africa
Upland,CCB,United States
Upland,JUP,United States
Upolu Point,UPP,United States
Upper Heyford,UHF,United Kingdom
Uraj,URJ,Russian Federation
Uralsk,URA,Kazakhstan
Uranium City,YBE,Canada
Urgench,UGC,Uzbekistan
Urgoon,URN,Afghanistan
Uribe,URI,Colombia
Uriman,URM,Venezuela
City name,Airport Code,Country name
Urmieh,OMH,Iran
Uroubi,URU,Papua New Guinea
Urrao,URR,Colombia
Uruapan,UPN,Mexico
Urubupunga,URB,Brazil
Uruguaiana,URG,Brazil
Urumqi,URC,China
Uruzgan,URZ,Afghanistan
Usak,USQ,Turkey
Useless Loop,USL,Australia
Ushuaia,USH,Argentina
Usino,USO,Papua New Guinea
Usinsk,USK,Russian Federation
Ustaoset,XUX,Norway
Ust-Ilimsk,UIK,Russian Federation
Ust-kamenogorsk,UKK,Kazakhstan
City name,Airport Code,Country name
Ust-Kut,UKX,Russian Federation
Ustupo,UTU,Panama
Utapao,UTP,Thailand
Utica,UIZ,United States
Utica,UCA,United States
Utica,ZUA,United States
Utila,UII,Honduras
Utirik Island,UTK,Marshall Islands
Utopia Creek,UTO,United States
Utrecht,UTC,Netherlands
Uttaradit,UTR,Thailand
Uummannaq,UMD,Greenland
Uvalde,UVA,United States
Uvol,UVO,Papua New Guinea
Uzhgorod,UDJ,Ukraine
Uzice,UZC,Serbia and Montenegro
City name,Airport Code,Country name
Vaasa,VAA,Finland
Vadodara,BDQ,India
Vadso,VDS,Norway
Vaeroy,VRY,Norway
Vahitahi,VHZ,French Polynesia
Vail/Eagle,ZBV,United States
Vail/Eagle,EGE,United States
Vail/Eagle,QBF,United States
Valcartier,YOY,Canada
Valcheta,VCF,Argentina
Valdez,VDZ,United States
Valdivia,ZAL,Chile
Valdosta,VAD,United States
Valdosta,VLD,United States
Valenca,VAL,Brazil
Valence,VAF,France
City name,Airport Code,Country name
